OrderID,CustomerID,SalespersonPersonID,PickedByPersonID,ContactPersonID,BackorderOrderID,OrderDate,ExpectedDeliveryDate,CustomerPurchaseOrderNumber,IsUndersupplyBackordered,Comments,DeliveryInstructions,InternalComments,PickingCompletedWhen,LastEditedBy,LastEditedWhen
168,845,2,NULL,3045,218,2013-01-03,2013-01-04,15236,1,NULL,NULL,NULL,2013-01-03 12:00:00.0000000,2,2013-01-03 12:00:00.0000000
169,898,2,NULL,3098,219,2013-01-03,2013-01-04,19782,1,NULL,NULL,NULL,2013-01-03 12:00:00.0000000,2,2013-01-03 12:00:00.0000000
170,36,15,14,1071,NULL,2013-01-03,2013-01-04,11134,1,NULL,NULL,NULL,2013-01-03 11:00:00.0000000,14,2013-01-03 11:00:00.0000000
171,524,14,NULL,2247,220,2013-01-03,2013-01-04,10182,1,NULL,NULL,NULL,2013-01-03 12:00:00.0000000,2,2013-01-03 12:00:00.0000000
172,494,13,14,2187,NULL,2013-01-03,2013-01-04,18651,1,NULL,NULL,NULL,2013-01-03 11:00:00.0000000,14,2013-01-03 11:00:00.0000000
173,921,8,14,3121,NULL,2013-01-03,2013-01-04,14169,1,NULL,NULL,NULL,2013-01-03 11:00:00.0000000,14,2013-01-03 11:00:00.0000000
174,820,16,14,3020,NULL,2013-01-03,2013-01-04,18514,1,NULL,NULL,NULL,2013-01-03 11:00:00.0000000,14,2013-01-03 11:00:00.0000000
175,199,8,14,1397,NULL,2013-01-03,2013-01-04,18108,1,NULL,NULL,NULL,2013-01-03 11:00:00.0000000,14,2013-01-03 11:00:00.0000000
176,511,8,NULL,2221,221,2013-01-03,2013-01-04,17328,1,NULL,NULL,NULL,2013-01-03 12:00:00.0000000,2,2013-01-03 12:00:00.0000000
177,61,15,NULL,1121,222,2013-01-03,2013-01-04,13949,1,NULL,NULL,NULL,2013-01-03 12:00:00.0000000,2,2013-01-03 12:00:00.0000000
178,919,8,14,3119,NULL,2013-01-03,2013-01-04,12727,1,NULL,NULL,NULL,2013-01-03 11:00:00.0000000,14,2013-01-03 11:00:00.0000000
179,56,7,14,1111,NULL,2013-01-03,2013-01-04,17486,1,NULL,NULL,NULL,2013-01-03 11:00:00.0000000,14,2013-01-03 11:00:00.0000000
180,968,7,14,3168,NULL,2013-01-03,2013-01-04,13783,1,NULL,NULL,NULL,2013-01-03 11:00:00.0000000,14,2013-01-03 11:00:00.0000000
181,447,13,NULL,2093,223,2013-01-03,2013-01-04,15165,1,NULL,NULL,NULL,2013-01-03 12:00:00.0000000,2,2013-01-03 12:00:00.0000000
182,875,6,NULL,3075,224,2013-01-03,2013-01-04,17627,1,NULL,NULL,NULL,2013-01-03 12:00:00.0000000,2,2013-01-03 12:00:00.0000000
183,153,8,NULL,1305,225,2013-01-03,2013-01-04,13215,1,NULL,NULL,NULL,2013-01-03 12:00:00.0000000,2,2013-01-03 12:00:00.0000000
184,489,15,14,2177,NULL,2013-01-03,2013-01-04,18992,1,NULL,NULL,NULL,2013-01-03 11:00:00.0000000,14,2013-01-03 11:00:00.0000000
185,450,3,14,2099,NULL,2013-01-03,2013-01-04,10815,1,NULL,NULL,NULL,2013-01-03 11:00:00.0000000,14,2013-01-03 11:00:00.0000000
186,833,14,14,3033,NULL,2013-01-03,2013-01-04,17466,1,NULL,NULL,NULL,2013-01-03 11:00:00.0000000,14,2013-01-03 11:00:00.0000000
187,972,20,NULL,3172,226,2013-01-03,2013-01-04,12153,1,NULL,NULL,NULL,2013-01-03 12:00:00.0000000,2,2013-01-03 12:00:00.0000000
188,131,6,NULL,1261,227,2013-01-03,2013-01-04,16275,1,NULL,NULL,NULL,2013-01-03 12:00:00.0000000,2,2013-01-03 12:00:00.0000000
189,989,13,14,3189,NULL,2013-01-03,2013-01-04,10695,1,NULL,NULL,NULL,2013-01-03 11:00:00.0000000,14,2013-01-03 11:00:00.0000000
190,421,2,NULL,2041,228,2013-01-03,2013-01-04,14744,1,NULL,NULL,NULL,2013-01-03 12:00:00.0000000,2,2013-01-03 12:00:00.0000000
191,896,14,NULL,3096,229,2013-01-03,2013-01-04,12253,1,NULL,NULL,NULL,2013-01-03 12:00:00.0000000,2,2013-01-03 12:00:00.0000000
192,878,2,14,3078,NULL,2013-01-03,2013-01-04,13328,1,NULL,NULL,NULL,2013-01-03 11:00:00.0000000,14,2013-01-03 11:00:00.0000000
193,125,7,14,1249,NULL,2013-01-03,2013-01-04,18450,1,NULL,NULL,NULL,2013-01-03 11:00:00.0000000,14,2013-01-03 11:00:00.0000000
194,82,8,14,1163,NULL,2013-01-03,2013-01-04,12232,1,NULL,NULL,NULL,2013-01-03 11:00:00.0000000,14,2013-01-03 11:00:00.0000000
195,554,3,14,2307,NULL,2013-01-03,2013-01-04,19473,1,NULL,NULL,NULL,2013-01-03 11:00:00.0000000,14,2013-01-03 11:00:00.0000000
196,27,14,14,1053,NULL,2013-01-03,2013-01-04,14441,1,NULL,NULL,NULL,2013-01-03 11:00:00.0000000,14,2013-01-03 11:00:00.0000000
197,14,13,14,1027,NULL,2013-01-03,2013-01-04,19357,1,NULL,NULL,NULL,2013-01-03 11:00:00.0000000,14,2013-01-03 11:00:00.0000000
198,464,16,14,2127,NULL,2013-01-03,2013-01-04,19208,1,NULL,NULL,NULL,2013-01-03 11:00:00.0000000,14,2013-01-03 11:00:00.0000000
199,30,7,NULL,1059,230,2013-01-03,2013-01-04,14194,1,NULL,NULL,NULL,2013-01-03 12:00:00.0000000,2,2013-01-03 12:00:00.0000000
200,456,7,NULL,2111,231,2013-01-03,2013-01-04,14468,1,NULL,NULL,NULL,2013-01-03 12:00:00.0000000,2,2013-01-03 12:00:00.0000000
201,983,20,14,3183,NULL,2013-01-03,2013-01-04,16930,1,NULL,NULL,NULL,2013-01-03 11:00:00.0000000,14,2013-01-03 11:00:00.0000000
202,521,14,14,2241,NULL,2013-01-03,2013-01-04,14270,1,NULL,NULL,NULL,2013-01-03 11:00:00.0000000,14,2013-01-03 11:00:00.0000000
203,930,7,NULL,3130,232,2013-01-03,2013-01-04,13096,1,NULL,NULL,NULL,2013-01-03 12:00:00.0000000,2,2013-01-03 12:00:00.0000000
204,442,2,NULL,2083,233,2013-01-03,2013-01-04,19458,1,NULL,NULL,NULL,2013-01-03 12:00:00.0000000,2,2013-01-03 12:00:00.0000000
205,523,20,14,2245,NULL,2013-01-03,2013-01-04,13731,1,NULL,NULL,NULL,2013-01-03 11:00:00.0000000,14,2013-01-03 11:00:00.0000000
206,484,14,NULL,2167,234,2013-01-03,2013-01-04,14609,1,NULL,NULL,NULL,2013-01-03 12:00:00.0000000,2,2013-01-03 12:00:00.0000000
207,488,16,14,2175,NULL,2013-01-03,2013-01-04,17253,1,NULL,NULL,NULL,2013-01-03 11:00:00.0000000,14,2013-01-03 11:00:00.0000000
208,555,15,14,2309,NULL,2013-01-03,2013-01-04,13190,1,NULL,NULL,NULL,2013-01-03 11:00:00.0000000,14,2013-01-03 11:00:00.0000000
209,886,6,14,3086,NULL,2013-01-03,2013-01-04,16905,1,NULL,NULL,NULL,2013-01-03 11:00:00.0000000,14,2013-01-03 11:00:00.0000000
210,947,7,NULL,3147,235,2013-01-03,2013-01-04,17206,1,NULL,NULL,NULL,2013-01-03 12:00:00.0000000,2,2013-01-03 12:00:00.0000000
211,911,13,11,3111,NULL,2013-01-03,2013-01-04,15403,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
212,914,14,11,3114,NULL,2013-01-03,2013-01-04,17938,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
213,547,2,11,2293,NULL,2013-01-03,2013-01-04,16362,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
214,563,8,11,2325,NULL,2013-01-03,2013-01-04,16388,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
215,893,20,11,3093,NULL,2013-01-03,2013-01-04,18492,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
216,407,8,11,2013,NULL,2013-01-03,2013-01-04,15272,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
217,160,15,11,1319,NULL,2013-01-03,2013-01-04,14938,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
218,845,2,11,3045,NULL,2013-01-03,2013-01-04,15236,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
219,898,2,11,3098,NULL,2013-01-03,2013-01-04,19782,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
220,524,14,11,2247,NULL,2013-01-03,2013-01-04,10182,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
221,511,8,11,2221,NULL,2013-01-03,2013-01-04,17328,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
222,61,15,11,1121,NULL,2013-01-03,2013-01-04,13949,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
223,447,13,11,2093,NULL,2013-01-03,2013-01-04,15165,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
224,875,6,11,3075,NULL,2013-01-03,2013-01-04,17627,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
225,153,8,11,1305,NULL,2013-01-03,2013-01-04,13215,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
226,972,20,11,3172,NULL,2013-01-03,2013-01-04,12153,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
227,131,6,11,1261,NULL,2013-01-03,2013-01-04,16275,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
228,421,2,11,2041,NULL,2013-01-03,2013-01-04,14744,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
229,896,14,11,3096,NULL,2013-01-03,2013-01-04,12253,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
230,30,7,11,1059,NULL,2013-01-03,2013-01-04,14194,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
231,456,7,11,2111,NULL,2013-01-03,2013-01-04,14468,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
232,930,7,11,3130,NULL,2013-01-03,2013-01-04,13096,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
233,442,2,11,2083,NULL,2013-01-03,2013-01-04,19458,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
234,484,14,11,2167,NULL,2013-01-03,2013-01-04,14609,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
235,947,7,NULL,3147,270,2013-01-03,2013-01-04,17206,1,NULL,NULL,NULL,2013-01-04 12:00:00.0000000,3,2013-01-04 12:00:00.0000000
236,130,6,11,1259,NULL,2013-01-04,2013-01-07,10944,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
237,425,20,11,2049,NULL,2013-01-04,2013-01-07,12886,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
238,196,16,NULL,1391,271,2013-01-04,2013-01-07,10492,1,NULL,NULL,NULL,2013-01-04 12:00:00.0000000,3,2013-01-04 12:00:00.0000000
239,576,15,NULL,2351,272,2013-01-04,2013-01-07,15748,1,NULL,NULL,NULL,2013-01-04 12:00:00.0000000,3,2013-01-04 12:00:00.0000000
240,180,2,11,1359,NULL,2013-01-04,2013-01-07,19226,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
241,100,2,NULL,1199,273,2013-01-04,2013-01-07,17977,1,NULL,NULL,NULL,2013-01-04 12:00:00.0000000,3,2013-01-04 12:00:00.0000000
242,501,20,11,2201,NULL,2013-01-04,2013-01-07,15698,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
243,548,15,11,2295,NULL,2013-01-04,2013-01-07,13596,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
244,89,6,11,1177,NULL,2013-01-04,2013-01-07,13995,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
245,854,16,11,3054,NULL,2013-01-04,2013-01-07,19653,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
246,949,8,NULL,3149,274,2013-01-04,2013-01-07,12549,1,NULL,NULL,NULL,2013-01-04 12:00:00.0000000,3,2013-01-04 12:00:00.0000000
247,860,15,11,3060,NULL,2013-01-04,2013-01-07,10826,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
248,547,14,11,2293,NULL,2013-01-04,2013-01-07,11572,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
249,121,20,11,1241,NULL,2013-01-04,2013-01-07,19289,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
250,126,15,11,1251,NULL,2013-01-04,2013-01-07,16309,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
251,46,3,11,1091,NULL,2013-01-04,2013-01-07,19217,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
252,523,3,11,2245,NULL,2013-01-04,2013-01-07,10028,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
253,467,7,11,2133,NULL,2013-01-04,2013-01-07,14133,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
254,188,16,11,1375,NULL,2013-01-04,2013-01-07,15229,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
255,863,16,11,3063,NULL,2013-01-04,2013-01-07,16884,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
256,506,7,11,2211,NULL,2013-01-04,2013-01-07,12449,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
257,93,8,11,1185,NULL,2013-01-04,2013-01-07,12579,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
258,598,13,11,2395,NULL,2013-01-04,2013-01-07,19705,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
259,62,20,NULL,1123,275,2013-01-04,2013-01-07,10495,1,NULL,NULL,NULL,2013-01-04 12:00:00.0000000,3,2013-01-04 12:00:00.0000000
260,38,15,NULL,1075,276,2013-01-04,2013-01-07,18233,1,NULL,NULL,NULL,2013-01-04 12:00:00.0000000,3,2013-01-04 12:00:00.0000000
261,823,20,11,3023,NULL,2013-01-04,2013-01-07,15059,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
262,987,6,11,3187,NULL,2013-01-04,2013-01-07,16468,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
263,579,14,11,2357,NULL,2013-01-04,2013-01-07,14445,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
264,983,7,11,3183,NULL,2013-01-04,2013-01-07,12365,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
265,932,6,11,3132,NULL,2013-01-04,2013-01-07,13636,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
266,883,7,11,3083,NULL,2013-01-04,2013-01-07,15138,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
267,456,2,11,2111,NULL,2013-01-04,2013-01-07,12324,1,NULL,NULL,NULL,2013-01-04 11:00:00.0000000,11,2013-01-04 11:00:00.0000000
268,438,8,NULL,2075,277,2013-01-04,2013-01-07,14156,1,NULL,NULL,NULL,2013-01-04 12:00:00.0000000,3,2013-01-04 12:00:00.0000000
269,877,6,NULL,3077,278,2013-01-04,2013-01-07,19492,1,NULL,NULL,NULL,2013-01-04 12:00:00.0000000,3,2013-01-04 12:00:00.0000000
270,947,7,17,3147,NULL,2013-01-03,2013-01-04,17206,1,NULL,NULL,NULL,2013-01-08 11:00:00.0000000,17,2013-01-08 11:00:00.0000000
271,196,16,9,1391,NULL,2013-01-04,2013-01-07,10492,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
272,576,15,9,2351,NULL,2013-01-04,2013-01-07,15748,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
273,100,2,9,1199,NULL,2013-01-04,2013-01-07,17977,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
274,949,8,9,3149,NULL,2013-01-04,2013-01-07,12549,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
275,62,20,9,1123,NULL,2013-01-04,2013-01-07,10495,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
276,38,15,9,1075,NULL,2013-01-04,2013-01-07,18233,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
277,438,8,9,2075,NULL,2013-01-04,2013-01-07,14156,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
278,877,6,9,3077,NULL,2013-01-04,2013-01-07,19492,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
279,984,8,NULL,3184,319,2013-01-05,2013-01-07,14218,1,NULL,NULL,NULL,2013-01-05 12:00:00.0000000,16,2013-01-05 12:00:00.0000000
280,102,16,11,1203,NULL,2013-01-05,2013-01-07,18020,1,NULL,NULL,NULL,2013-01-05 11:00:00.0000000,11,2013-01-05 11:00:00.0000000
281,824,13,11,3024,NULL,2013-01-05,2013-01-07,14957,1,NULL,NULL,NULL,2013-01-05 11:00:00.0000000,11,2013-01-05 11:00:00.0000000
282,534,14,11,2267,NULL,2013-01-05,2013-01-07,16829,1,NULL,NULL,NULL,2013-01-05 11:00:00.0000000,11,2013-01-05 11:00:00.0000000
283,897,3,11,3097,NULL,2013-01-05,2013-01-07,10954,1,NULL,NULL,NULL,2013-01-05 11:00:00.0000000,11,2013-01-05 11:00:00.0000000
284,580,7,NULL,2359,320,2013-01-05,2013-01-07,10325,1,NULL,NULL,NULL,2013-01-05 12:00:00.0000000,16,2013-01-05 12:00:00.0000000
285,547,2,NULL,2293,321,2013-01-05,2013-01-07,19114,1,NULL,NULL,NULL,2013-01-05 12:00:00.0000000,16,2013-01-05 12:00:00.0000000
286,483,16,11,2165,NULL,2013-01-05,2013-01-07,17464,1,NULL,NULL,NULL,2013-01-05 11:00:00.0000000,11,2013-01-05 11:00:00.0000000
287,80,2,11,1159,NULL,2013-01-05,2013-01-07,19736,1,NULL,NULL,NULL,2013-01-05 11:00:00.0000000,11,2013-01-05 11:00:00.0000000
288,2,20,11,1003,NULL,2013-01-05,2013-01-07,18246,1,NULL,NULL,NULL,2013-01-05 11:00:00.0000000,11,2013-01-05 11:00:00.0000000
289,75,13,11,1149,NULL,2013-01-05,2013-01-07,19601,1,NULL,NULL,NULL,2013-01-05 11:00:00.0000000,11,2013-01-05 11:00:00.0000000
290,415,13,11,2029,NULL,2013-01-05,2013-01-07,15598,1,NULL,NULL,NULL,2013-01-05 11:00:00.0000000,11,2013-01-05 11:00:00.0000000
291,976,3,11,3176,NULL,2013-01-05,2013-01-07,18883,1,NULL,NULL,NULL,2013-01-05 11:00:00.0000000,11,2013-01-05 11:00:00.0000000
292,135,3,11,1269,NULL,2013-01-05,2013-01-07,18224,1,NULL,NULL,NULL,2013-01-05 11:00:00.0000000,11,2013-01-05 11:00:00.0000000
293,473,14,11,2145,NULL,2013-01-05,2013-01-07,14654,1,NULL,NULL,NULL,2013-01-05 11:00:00.0000000,11,2013-01-05 11:00:00.0000000
294,6,16,11,1011,NULL,2013-01-05,2013-01-07,15464,1,NULL,NULL,NULL,2013-01-05 11:00:00.0000000,11,2013-01-05 11:00:00.0000000
295,967,7,11,3167,NULL,2013-01-05,2013-01-07,17617,1,NULL,NULL,NULL,2013-01-05 11:00:00.0000000,11,2013-01-05 11:00:00.0000000
296,856,3,11,3056,NULL,2013-01-05,2013-01-07,13341,1,NULL,NULL,NULL,2013-01-05 11:00:00.0000000,11,2013-01-05 11:00:00.0000000
297,172,16,NULL,1343,322,2013-01-05,2013-01-07,17511,1,NULL,NULL,NULL,2013-01-05 12:00:00.0000000,16,2013-01-05 12:00:00.0000000
298,823,2,NULL,3023,323,2013-01-05,2013-01-07,10853,1,NULL,NULL,NULL,2013-01-05 12:00:00.0000000,16,2013-01-05 12:00:00.0000000
299,122,16,11,1243,NULL,2013-01-05,2013-01-07,10743,1,NULL,NULL,NULL,2013-01-05 11:00:00.0000000,11,2013-01-05 11:00:00.0000000
300,100,7,11,1199,NULL,2013-01-05,2013-01-07,19327,1,NULL,NULL,NULL,2013-01-05 11:00:00.0000000,11,2013-01-05 11:00:00.0000000
301,504,13,NULL,2207,324,2013-01-05,2013-01-07,16642,1,NULL,NULL,NULL,2013-01-05 12:00:00.0000000,16,2013-01-05 12:00:00.0000000
302,64,2,11,1127,NULL,2013-01-05,2013-01-07,10358,1,NULL,NULL,NULL,2013-01-05 11:00:00.0000000,11,2013-01-05 11:00:00.0000000
303,873,7,11,3073,NULL,2013-01-05,2013-01-07,11471,1,NULL,NULL,NULL,2013-01-05 11:00:00.0000000,11,2013-01-05 11:00:00.0000000
304,116,2,11,1231,NULL,2013-01-05,2013-01-07,10768,1,NULL,NULL,NULL,2013-01-05 11:00:00.0000000,11,2013-01-05 11:00:00.0000000
305,140,2,11,1279,NULL,2013-01-05,2013-01-07,12452,1,NULL,NULL,NULL,2013-01-05 11:00:00.0000000,11,2013-01-05 11:00:00.0000000
306,563,8,11,2325,NULL,2013-01-05,2013-01-07,18447,1,NULL,NULL,NULL,2013-01-05 11:00:00.0000000,11,2013-01-05 11:00:00.0000000
307,143,13,NULL,1285,325,2013-01-05,2013-01-07,14771,1,NULL,NULL,NULL,2013-01-05 12:00:00.0000000,16,2013-01-05 12:00:00.0000000
308,521,20,11,2241,NULL,2013-01-05,2013-01-07,17133,1,NULL,NULL,NULL,2013-01-05 11:00:00.0000000,11,2013-01-05 11:00:00.0000000
309,422,20,11,2043,NULL,2013-01-05,2013-01-07,13668,1,NULL,NULL,NULL,2013-01-05 11:00:00.0000000,11,2013-01-05 11:00:00.0000000
310,948,20,11,3148,NULL,2013-01-05,2013-01-07,19927,1,NULL,NULL,NULL,2013-01-05 11:00:00.0000000,11,2013-01-05 11:00:00.0000000
311,473,14,NULL,2145,326,2013-01-05,2013-01-07,19258,1,NULL,NULL,NULL,2013-01-05 12:00:00.0000000,16,2013-01-05 12:00:00.0000000
312,944,2,11,3144,NULL,2013-01-05,2013-01-07,19997,1,NULL,NULL,NULL,2013-01-05 11:00:00.0000000,11,2013-01-05 11:00:00.0000000
313,109,13,11,1217,NULL,2013-01-05,2013-01-07,17099,1,NULL,NULL,NULL,2013-01-05 11:00:00.0000000,11,2013-01-05 11:00:00.0000000
314,107,6,11,1213,NULL,2013-01-05,2013-01-07,18351,1,NULL,NULL,NULL,2013-01-05 11:00:00.0000000,11,2013-01-05 11:00:00.0000000
315,42,13,11,1083,NULL,2013-01-05,2013-01-07,10207,1,NULL,NULL,NULL,2013-01-05 11:00:00.0000000,11,2013-01-05 11:00:00.0000000
316,586,6,NULL,2371,327,2013-01-05,2013-01-07,17111,1,NULL,NULL,NULL,2013-01-05 12:00:00.0000000,16,2013-01-05 12:00:00.0000000
317,549,20,NULL,2297,328,2013-01-05,2013-01-07,12102,1,NULL,NULL,NULL,2013-01-05 12:00:00.0000000,16,2013-01-05 12:00:00.0000000
318,469,13,11,2137,NULL,2013-01-05,2013-01-07,17811,1,NULL,NULL,NULL,2013-01-05 11:00:00.0000000,11,2013-01-05 11:00:00.0000000
319,984,8,9,3184,NULL,2013-01-05,2013-01-07,14218,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
320,580,7,9,2359,NULL,2013-01-05,2013-01-07,10325,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
321,547,2,9,2293,NULL,2013-01-05,2013-01-07,19114,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
322,172,16,9,1343,NULL,2013-01-05,2013-01-07,17511,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
323,823,2,9,3023,NULL,2013-01-05,2013-01-07,10853,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
324,504,13,9,2207,NULL,2013-01-05,2013-01-07,16642,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
325,143,13,9,1285,NULL,2013-01-05,2013-01-07,14771,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
326,473,14,9,2145,NULL,2013-01-05,2013-01-07,19258,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
327,586,6,9,2371,NULL,2013-01-05,2013-01-07,17111,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
328,549,20,9,2297,NULL,2013-01-05,2013-01-07,12102,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
329,853,7,9,3053,NULL,2013-01-07,2013-01-08,16996,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
330,110,3,9,1219,NULL,2013-01-07,2013-01-08,10956,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
331,592,3,9,2383,NULL,2013-01-07,2013-01-08,10322,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
332,453,8,9,2105,NULL,2013-01-07,2013-01-08,18554,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
333,435,2,9,2069,NULL,2013-01-07,2013-01-08,19779,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
334,125,2,NULL,1249,421,2013-01-07,2013-01-08,12672,1,NULL,NULL,NULL,2013-01-07 12:00:00.0000000,20,2013-01-07 12:00:00.0000000
335,418,7,9,2035,NULL,2013-01-07,2013-01-08,19117,1,NULL,NULL,NULL,2013-01-07 11:00:00.0000000,9,2013-01-07 11:00:00.0000000
